Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
9465,4,0.2682,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",yeah okay helpful finally mark ty growth out obviously capital build little post erhook rebuild pretty quickly indicated giv capital flexibility outlaid thoughts trigger sense urgency capital deployment near term targeted ratio ask little detail capital usage n s build capital
9600,1,0.2675,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thanks tak s ed bigger bigger picture obviously focused directly right s like meanful structural change meanful inflections competitive backdrop consumer behavior wonder perspective step puck situation influence addition strategy environment example citizens importance invest successful citizens access strategy important client acquisition tool broader industry recalibrate recalibrate strategic initiatives
11329,7,0.2673,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",thought highlight transaction accounts grow important reason ask consternation margins start interest rates mov deposit rates finally start increase investors miss headroom trickle deposit rates continue improve interest margin
12360,0,0.2673,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",lastly perform increase didn delinquencies didn criticized appendix details curious flavor adamant sense increase performers doesn lend increased losses forward characterization forced classified perform comfortable lead mean characteristic loans makes feel like doesn charge offs meanfully 
5573,7,0.2671,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",great deposits obviously s od deposit franchise interest bear deposit cost lower texas peers wonder pressure migration interest bear need increase deposit cost little faster stay competitive
2419,0,0.2664,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",thank od morn terry ed response erika certain credit metrics like delinquencies head higher cecl theory supposed capture life losses shouldn upward trajectory delinquencies losses contemplated allowance phonetic wonder help understand drive incremental reserve build versus versus baked allowance
6837,2,0.2664,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",od morn manag excess liquidity continued build cash securities shrunk makes sense n flatter yield curve combine od deposit trends slow loan growth challenge protect forward dynamics yield curve manage
768,0,0.2658,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",great thanks retail slide obviously concern banks tell bucket billion qualitatively viable forward essential retailer versus stuff worried little retail bucket little bigger slide
2004,7,0.2658,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",thanks appreciate construct gave curious interest bear interest bear shift deposits continued thought stabilize rates real words hikes immediate stop shift
3636,6,0.2658,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay right helpful confirm th expense pretty sure answer mid expense guidance billion mid implied range gave com investor billion changes mainly laurel road incorporat laurel road correct
5970,4,0.2658,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay like disconnect consensus guid skepticism reason skepticism efficiency appreciate efficiency means al improve returns september presentation highlighted efficiency improv basis improvement basis improvement pulled little fourth earns sure efficiency target firm great
778,6,0.2654,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay sort second half rates includ fourth guide relative half sort million million million half average probably million million second half like half level structurally higher 
8973,3,0.2652,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", sounded like ary mike positive operat leverage important s sounds like anticipate deliver positive operat leverage n s margin loan growth expense income growth need strong high sle digits doable positive operat leverages important deliver
4719,4,0.2645,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",finally wonder targets terms capital level n sort game bankmobile targets sort concern process targets common common ratio target terms capital sort 
